tier,col,row,x,y,z,crop
4,4,5,1.7561666666666667,1.7983333333333331,1.727,red oak
4,4,6,1.7561666666666667,1.9449999999999998,1.727,red oak
4,5,0,1.9724583333333334,1.065,1.727,red oak
4,5,1,1.9724583333333334,1.2116666666666667,1.727,red oak
4,5,2,1.9724583333333334,1.3583333333333332,1.727,red oak
4,5,3,1.9724583333333334,1.505,1.727,red oak
4,5,4,1.9724583333333334,1.6516666666666664,1.727,red oak
4,5,5,1.9724583333333334,1.7983333333333331,1.727,red oak
4,5,6,1.9724583333333334,1.9449999999999998,1.727,red oak
4,6,0,2.1887499999999998,1.065,1.727,red oak
4,6,1,2.1887499999999998,1.2116666666666667,1.727,red oak
4,6,2,2.1887499999999998,1.3583333333333332,1.727,red oak
4,6,3,2.1887499999999998,1.505,1.727,red oak
4,6,4,2.1887499999999998,1.6516666666666664,1.727,red oak
4,6,5,2.1887499999999998,1.7983333333333331,1.727,red oak
4,6,6,2.1887499999999998,1.9449999999999998,1.727,red oak
4,7,0,2.4050416666666665,1.065,1.727,red oak
4,7,1,2.4050416666666665,1.2116666666666667,1.727,red oak
4,7,2,2.4050416666666665,1.3583333333333332,1.727,red oak
4,7,3,2.4050416666666665,1.505,1.727,red oak
4,7,4,2.4050416666666665,1.6516666666666664,1.727,red oak
4,7,5,2.4050416666666665,1.7983333333333331,1.727,red oak
4,7,6,2.4050416666666665,1.9449999999999998,1.727,red oak
4,8,0,2.6213333333333333,1.065,1.727,red oak
4,8,1,2.6213333333333333,1.2116666666666667,1.727,red oak
4,8,2,2.6213333333333333,1.3583333333333332,1.727,red oak
4,8,3,2.6213333333333333,1.505,1.727,red oak
4,8,4,2.6213333333333333,1.6516666666666664,1.727,red oak
4,8,5,2.6213333333333333,1.7983333333333331,1.727,red oak
4,8,6,2.6213333333333333,1.9449999999999998,1.727,red oak
4,9,0,2.837625,1.065,1.727,red oak
4,9,1,2.837625,1.2116666666666667,1.727,red oak
4,9,2,2.837625,1.3583333333333332,1.727,red oak
4,9,3,2.837625,1.505,1.727,red oak
4,9,4,2.837625,1.6516666666666664,1.727,red oak
4,9,5,2.837625,1.7983333333333331,1.727,red oak
4,9,6,2.837625,1.9449999999999998,1.727,red oak
4,10,0,3.053916666666667,1.065,1.727,red oak
4,10,1,3.053916666666667,1.2116666666666667,1.727,red oak
4,10,2,3.053916666666667,1.3583333333333332,1.727,red oak
4,10,3,3.053916666666667,1.505,1.727,red oak
4,10,4,3.053916666666667,1.6516666666666664,1.727,red oak
4,10,5,3.053916666666667,1.7983333333333331,1.727,red oak
4,10,6,3.053916666666667,1.9449999999999998,1.727,red oak
4,11,0,3.270208333333333,1.065,1.727,red oak
4,11,1,3.270208333333333,1.2116666666666667,1.727,red oak
4,11,2,3.270208333333333,1.3583333333333332,1.727,red oak
4,11,3,3.270208333333333,1.505,1.727,red oak
4,11,4,3.270208333333333,1.6516666666666664,1.727,red oak
4,11,5,3.270208333333333,1.7983333333333331,1.727,red oak
4,11,6,3.270208333333333,1.9449999999999998,1.727,red oak
4,12,0,3.4865,1.065,1.727,red oak
4,12,1,3.4865,1.2116666666666667,1.727,red oak
4,12,2,3.4865,1.3583333333333332,1.727,red oak
4,12,3,3.4865,1.505,1.727,red oak
4,12,4,3.4865,1.6516666666666664,1.727,red oak
4,12,5,3.4865,1.7983333333333331,1.727,red oak
4,12,6,3.4865,1.9449999999999998,1.727,red oak
4,13,0,3.7027916666666667,1.065,1.727,red oak
4,13,1,3.7027916666666667,1.2116666666666667,1.727,red oak
4,13,2,3.7027916666666667,1.3583333333333332,1.727,red oak
4,13,3,3.7027916666666667,1.505,1.727,red oak
